,x,y,z
femur head center left ,98.07642840978592,13.963513455657504,-16.53693669724771
femur head center right,-85.83491103975535,1.1918926605504652,-16.53693669724771
interacetabular left,67.42453850152904,19.5830266055046,-16.53693669724771
interacetabular right,-53.13956180428135,12.430918960244668,-16.53693669724771
isch spine left,49.84169246104796,61.4683140926641,-14.31323123647303
isch spine right,-48.15979349160199,51.4683140926641,-5.574245227956482
ischial tuberosity left,79.6852944648318,70.66950978593275,-56.53693669724771
ischial tuberosity right,-64.37858810397555,63.51740214067281,-51.53693669724771
symph_0,10.626053075230494,-1.9057095406427984,-57.08641322553203
symph_1,10.583080839989815,-8.856593293884655,-48.94788893558377
symph_2,9.370962799435564,-17.536867395592804,-42.72778755047846
