,x,y,z
femur head center left ,65.01919969418962,-15.118634495412856,15.894837614678892
femur head center right,-111.50985229357796,-17.182854678899083,25.37495993883792
interacetabular left,33.82653914373088,-8.237900550458733,15.894837614678892
interacetabular right,-81.69333853211008,-10.760836330275232,25.37495993883792
isch spine left,26.52399601491919,36.31795226942453,20.8337
isch spine right,-71.2839638848522,30.428991333050853,25.8337
ischial tuberosity left,38.0968274606588,39.72988267975245,-19.16632446483186
ischial tuberosity right,-88.3447146788991,32.12907192660551,-17.2703
symph_0,-25.440999902973704,-28.53351184855201,-13.174446499430761
symph_1,-25.468354622025345,-39.197367508548545,-6.373904466868872
symph_2,-25.07631385502707,-50.12903057632612,-0.14972829530007203
