,x,y,z
femur head center left ,83.79323899855311,-44.924028740738365,-19.21162889346445
femur head center right,-90.824498004505,-43.08916635541726,-20.740680881232024
interacetabular left,55.96449282118307,-37.89038959700747,-19.21162889346445
interacetabular right,-59.02021665893923,-37.58457919945396,-20.740680881232024
isch spine left,42.012391363021294,12.36955013154126,-15.794494390991789
isch spine right,-47.16773402649317,12.36955013154126,-11.707071977305702
ischial tuberosity left,67.89109832577026,7.369549240913003,-65.73231934056145
ischial tuberosity right,-69.11195977820528,11.039274011555191,-60.73231922496456
symph_0,-2.4646125035826603,-61.678876410187875,-51.70175435658829
symph_1,-2.058915666359799,-71.66361270309646,-45.969135438289634
symph_2,-2.1533013760109845,-80.9257951706419,-39.226452167672186
