,x,y,z
femur head center left ,85.13221899376781,-40.42132722347144,18.5181280655233
femur head center right,-83.67512045577332,-41.33875841613198,18.5181280655233
interacetabular left,59.90286119560268,-36.29288685649897,18.5181280655233
interacetabular right,-59.36319385026876,-33.999308874847586,18.5181280655233
isch spine left,55.95323968597876,6.006888817724657,23.81553746626276
isch spine right,-60.34820564543443,6.006888817724657,23.414497999602705
ischial tuberosity left,63.01690050265228,3.743542969610239,-20.64787485258305
ischial tuberosity right,-64.91525225358407,3.743542969610239,-17.938052218950418
symph_0,1.6198095197152502,-60.873560527678244,-6.789785642350228
symph_1,1.8285812658135914,-69.84727081078202,0.1455573394737545
symph_2,1.9306065690957657,-78.74343180579976,7.072879559614203
