,x,y,z
femur head center left ,74.3257633027523,-2.734535688073393,-53.735309174311936
femur head center right,-108.16231009174314,2.593904403669711,-48.96250062068964
interacetabular left,41.210166972477055,6.116840183486232,-53.96250055862068
interacetabular right,-73.6375394495413,9.639775963302752,-48.96250062068964
isch spine left,29.84381878046432,54.9958385231443,-33.96250012413792
isch spine right,-60.281891914055066,57.78118057551356,-33.96250012413792
ischial tuberosity left,49.66521284403669,53.32417963302751,-88.96250012413793
ischial tuberosity right,-82.79717247706424,63.188399816513765,-88.96250012413793
symph_0,-17.531744778428074,-15.04461578032884,-87.51978984261874
symph_1,-16.417503338444078,-19.296467485183843,-79.89777234709409
symph_2,-17.139175025279112,-25.419224586057968,-73.61781196547327
