,x,y,z
femur head center left ,88.05547875380567,-10.511175831485588,-36.89494602446486
femur head center right,-88.70089681662225,-16.276142572062085,-45.76344755351684
interacetabular left,59.45237454094537,-1.4202667405765013,-36.89494602446486
interacetabular right,-62.31508750398368,-9.402528381374722,-45.76344755351684
isch spine left,47.93542947648314,47.894173829329965,-27.70506558285433
isch spine right,-57.392279454312586,42.894173829329965,-33.72379180747123
ischial tuberosity left,65.40109874878802,53.125187804878045,-75.76344755351684
ischial tuberosity right,-69.85389016473748,46.91676208425721,-80.76344755351684
symph_0,0.7568158254006859,-19.58129561861548,-80.08550612057945
symph_1,2.858227663178638,-26.08507958780246,-71.81575956736887
symph_2,2.09930217730472,-35.57639596759266,-65.87811744361493
